Fax Modem Speed,Number Of Cartridges Included,Battery Type,Tray Capacity,Printer Resolution (Color),ISO Mono Print Speed,Phone Included,Number Of Speed Dials,Supported Paper Sizes,Mobile Device Printing,Compatible Cartridges,Provider_Product_ID,Black Printer Resolution,Maximum Fax Page Memory,EPEAT Qualified,Printer Type,Double-Sided Printing,Batteries Included,pricematch,Copier Resolution (Color),Print Quality,Print (Color) Speed,Type of Interface,Automatic Document Feeder Capacity,Copier Resolution,Media Sizes,Paper Compatibility,Touch Screen,Print (Black/Monochromatic) Speed,Integrated Fax,ENERGY STAR Certified,Copier Speed (B&W),Media Types,Maximum Photo Length,Display Screen Size,Transparency Scanning,Minimum System Requirements,Input Paper Capacity,Duty Cycle,Automatic Document Feeder,Integrated Answering System,Paper Handling,Compact Design,Print Speed (B&W),Multiple Copies,Maximum Document Width,Color Category,Number Of Cartridges Required,Automatic Redial,Maximum Document Length,EPEAT Level,Copier Resolution (Black),Duplex Scan Function,Dye-Sublimation Printer,Networking,Scan (Monochromatic) Speed,Scan (Color) Speed,Print Head Type,Interface(s),Printer Resolution (Black),Fax Machine Type,Maximum Number Of Copies,Scanner Type,Automatic Reduction/Enlargement,Ink Subscription Service Available,Maximum Photo Width,Scan Method,Copy Speed,Scanner Resolution (dpi),DND Omega Publish,Included Software,Networking Capabilities,Photo Printer,Internet Fax Capability,Scanner Resolution,Wireless Networking,Two-Sided Printer,Connector Type(s),Portable,Paper Feeder,Printer Connectivity,Drop Size,Print Speed (Color),Internal Memory,Copy (Color) Speed,PictBridge Enabled,Integrated Caller ID,Memory,Maximum Paper Capacity,Copy (Black/Monochromatic) Speed,ISO Color Print Speed,TWAIN Compliant,Memory Card Slot,Display Screen,Memory Card Type,Monochromatic/Color
N/A,1,N/A,250,N/A,26 pages per minute,N/A,N/A,"Platen: up to 8.5&quot, x 11&quot,; ADF: 5.5"" x 5"" - 8.5"" x 14""",No,N/A,N/A,N/A,N/A,No,Printer|Copier|Scanner,N/A,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,26 pages per minute,N/A,Yes,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows XP, 2000, Vista or 7, Mac: OS X 10.4.9 and later, Linux (print only)",N/A,"Up to 10,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,N/A,13 copies per minute,N/A,N/A,N/A,Up to 1200 x 600,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,"Cassette, Multipurpose tray",USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,26 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,4,N/A,900,Up to 1200 x 1200,N/A,N/A,N/A,"A4, A5, Folio, JIS B5, Letter A, Officio, Statement, Universal, executive, legal, letter",No,N/A,1023731031,N/A,N/A,Yes,Printer|Scanner|Copier,N/A,N/A,yes,N/A,N/A,25 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,25 pages per minute,N/A,Yes,N/A,N/A,N/A,2.4 inches,N/A,N/A,N/A,"Up to 60,000",N/A,N/A,"1-Sheet, 150-Sheet, 250-Sheet Tray loader, 50-Sheet Automatic document feeder",N/A,N/A,N/A,8.50 inches,Multi,4,N/A,14.02 inches,Bronze,N/A,N/A,N/A,Wired,32 copies per minute,32 copies per minute,N/A,N/A,Up to 1200 x 1200,N/A,N/A,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 600,N/A,N/A,N/A,No,Tray loader,Ethernet|USB|USB 2.0,N/A,N/A,Yes,25 copies per minute,N/A,N/A,N/A,N/A,25 copies per minute,N/A,N/A,No,Yes,N/A,Color
N/A,N/A,N/A,N/A,Up to 1200 x 600,15 pages per minute,N/A,N/A,"Letter, legal",Yes,"PGI-1200 XL, PGI-1200",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows: Windows 8, Windows 8.1, Windows 7, Windows Vista, Windows XP SP3 32-bit, Windows Server 2012, 2012 R215, Windows Server 2008, 2008 R215, Windows Server 2003, 2003 R215, Mac: 16 Mac OS X v10.6.8 - 10.9",N/A,"Up to 15,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,11.7 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,Google Cloud Print,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,5 copies per minute,11 pages per minute,N/A,No,N/A,N/A,N/A
14.4 kilobits per second,4,N/A,150,Up to 6000 x 1200,20 pages per minute,N/A,N/A,"Up to 8.5"" x 11""; manual feed slot: 3.5"" x 5"" - 11"" x 17""",Yes,"LC203BK, LC203C, LC203M, LC203Y, LC205C, LC205M, LC205Y, LC207BK",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 1200 x 1200,N/A,27 pages per minute,N/A,0 sheets,N/A,N/A,N/A,N/A,35 pages per minute,Yes,Yes,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows Server 2003, Server 2003 R2, Server 2008, Server 2008 R2, Server 2012, Server 2012 R2, XP Professional, XP Home, Vista, 7, 8 or 8.1; Mac: OS X 10.7.5, 10.8.x or 10.9.x",N/A,"Up to 13,000",N/A,N/A,N/A,N/A,N/A,N/A,11 inches,Black,4,N/A,17 inches,N/A,Up to 1200 x 1200,N/A,N/A,Wireless,0 copies per minute,0 copies per minute,N/A,N/A,Up to 6000 x 1200,N/A,0,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 2400 x 2400,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,No,9 copies per minute,N/A,N/A,N/A,N/A,12 copies per minute,18 pages per minute,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,75,Up to 1200 x 600,23 pages per minute,N/A,N/A,"4"" x 6"", 5"" x 7"", 8"" x 10"", letter, legal and US #10 envelopes",Yes,"PGI-2200 BK XL, PGI-2200 C XL, PGI-2200 M XL, PGI-2200 Y XL, PGI-2200 C|PGI-2200 M, PGI-2200 Y and PGI-2200 BK",N/A,N/A,N/A,Yes,All In One,Yes,N/A,yes,Up to 1200 x 600,N/A,15 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,23 pages per minute,Yes,No,N/A,N/A,N/A,3 inches,No,"PC: Windows XP (SP3, 32-bit), Vista (SP1 or SP2), 7 or 7 (SP1), 8, 8.1 or Server 2003, 2003 R2, 2008, 2008 R2, 2012 or 2012 R2; Mac: OS X v10.6.8 - v10.10.x",N/A,"Up to 30,000",N/A,N/A,500,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,Silver,Up to 600 x 600,Yes,N/A,Wireless,18 copies per minute,10 copies per minute,Inkjet (heated bubble),N/A,Up to 1200 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,"Scan Utility, Network Tool, My Printer (Windows only), Speed Dial Utility, Easy-WebPrint EX",N/A,No,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,Cassette,Ethernet,5 picoliters,N/A,Yes,10 copies per minute,N/A,N/A,N/A,N/A,21 copies per minute,15 pages per minute,Yes,No,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,500,Up to 6000 x 1200,22 pages per minute,N/A,N/A,"11"" x 17""",Yes,LC103BK/C/M/Y,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 2400 x 1200,N/A,27 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,35 pages per minute,Yes,No,N/A,N/A,N/A,3.7 inches,N/A,"PC: Windows Server 2003, Server 2003 R2, Server 2008, Server 2008 R2, Server 2012, XP Home, XP Professional, Vista, 7 or 8, Mac: OS X v10.6x, 10.7x or 10.8x",N/A,N/A,N/A,N/A,Up to 500 sheets,N/A,N/A,N/A,11 inches,Gray,4,N/A,17 inches,N/A,Up to 2400 x 1200,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 6000 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,No,9 copies per minute,N/A,N/A,N/A,N/A,12 copies per minute,20 pages per minute,N/A,Yes,Yes,N/A,N/A
33.6 kilobits per second,1,N/A,N/A,N/A,30 pages per minute,N/A,N/A,Letter,No,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,N/A,N/A,35 sheets,N/A,N/A,N/A,N/A,30 pages per minute,Yes,No,N/A,N/A,N/A,2.7 inches,N/A,None,N/A,"Up to 10,000",N/A,N/A,"Letter, Legal, Executive, A4, A5, B5",N/A,N/A,N/A,N/A,Black,1,N/A,N/A,N/A,N/A,No,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,35,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,Scansoft PaperPort SE with OCR for Windows and Presto! PageManager for Mac,N/A,No,N/A,Up to 600 x 2400,N/A,N/A,N/A,No,N/A,Wi-Fi,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,30 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,4,N/A,750,Up to 2400 x 600,32 pages per minute,N/A,N/A,"Letter, Legal, Executive, Folio, A4, A5, B6",No,TN331BK/TN331C/TN331M/TN331Y,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,32 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,32 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,None,N/A,"Up to 60,000",N/A,N/A,"Letter, Legal, Executive, Folio, A4, A5, B6",N/A,N/A,N/A,8.5 inches,White,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,32 pages per minute,N/A,N/A,Yes,N/A,Color
33.6 kilobits per second,1,N/A,550,N/A,35 pages per minute,N/A,N/A,"Letter, legal, A4, A5, B5, statement, executive, envelopes (Com 10, Monarch, DL, C5, B5)",Yes,N/A,N/A,N/A,N/A,Yes,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,35 pages per minute,N/A,Yes,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows 2000, XP, Server 2003, Vista, Server 2008, 7 or 8, Mac: OS X 10.4.9 or later, Linux (printing only); available USB 2.0 or network port",N/A,"Up to 20,000",N/A,N/A,Up to 550 sheets,N/A,N/A,N/A,8.5 inches,White,1,N/A,14 inches,Bronze,Up to 600 x 600,N/A,N/A,Wired,18 copies per minute,N/A,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,"Cassette, Multipurpose tray",USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,35 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,4,N/A,250,Up to 4800 x 1200,20 pages per minute,N/A,N/A,"Letter, legal, government legal, executive, statement, 3"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", L, photo 2L and #10, Monarch and 5.5bar envelopes",Yes,"HP 950, HP 951, HP 951XL",N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,16 pages per minute,N/A,250 sheets,N/A,N/A,N/A,N/A,20 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows 7 (32- or 64-bit), XP SP3 or higher (32-bit) or Vista (32- or 64-bit); Mac: PowerPC G4, G5 or Intel Core processor, 500MB hard disk space; CD-ROM/DVD drive or Internet connection; USB port",N/A,"Up to 25,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,HP Printer Software; Microsoft Toolbar; HP Update; Shop for Supplies Online,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,16 pages per minute,N/A,No,No,N/A,N/A
N/A,1,N/A,250,N/A,15 pages per minute,N/A,N/A,"3"" x 5"" - 8.5"" x 14""",Yes,MLT-D116S and MLT-D116L toner cartridges,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 2003, 2008, 2008 R2, Server 2012, XP, Vista, 7 or 8 (32- or 64-bit); Mac: OS X 10.5 - 10.9; Linux; UNIX",N/A,"Up to 12,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Multi,N/A,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,Ethernet,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Monochromatic
N/A,2,N/A,125,Up to 4800 x 1200,10 pages per minute,N/A,N/A,"Letter, legal, 4"" x 6"", 5"" x 7"", 8"" x 10"", #10 envelopes, 3"" x 5"" to 8.5"" x 14""",Yes,"HP 62, HP 62 Tri-color, HP 62XL Black, HP 62XL Tri-color",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,9 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,14 pages per minute,N/A,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows 7, 8 or 8.1: 1.0GHz 32-bit (x86) or 64-bit (x64) processor, 2GB hard drive, CD-ROM/DVD-ROM or Internet; USB port; Internet Explorer; Mac: OS X v10.7 Lion, v10.8 Mountain Lion or v10.9 Mavericks; 1GB hard drive; Internet; USB port",N/A,"Up to 1,000",N/A,N/A,Up to 125 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wireless,4 copies per minute,4 copies per minute,N/A,N/A,Up to 1200 x 1200,N/A,50,Flatbed,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,Bottom loader,USB 2.0,N/A,N/A,Yes,5 copies per minute,N/A,N/A,N/A,N/A,11 copies per minute,10 pages per minute,N/A,No,Yes,N/A,N/A
N/A,N/A,N/A,N/A,Up to 4800 x 1200,N/A,N/A,N/A,"Letter, legal, envelope (U.S. #10), 4"" x 6"", 5"" x 7"" and 8"" x 10""",Yes,"PGI-250 PGBK XL, CLI-251XL C, CLI-251XL M, CLI-251XL Y, CLI-251XL BK|PGI-250 PGBK, CLI-251 C, CLI-251 M, CLI-251 Y, CLI-251 BK",N/A,N/A,N/A,Yes,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,3 inches,N/A,"PC: Windows XP SP3 (32-bit), Vista SP1 or SP2, 7, 7 SP1, 8 or 8.1, Mac: OS X 10.6.8 to 10.9",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White,N/A,N/A,N/A,Silver,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 19200 x 19200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,No,7.7 copies per minute,N/A,N/A,N/A,N/A,7.7 copies per minute,N/A,N/A,Yes,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,250,Up to 6000 x 1200,22 pages per minute,N/A,N/A,"11"" x 17""",Yes,LC103BK/C/M/Y,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 2400 x 1200,N/A,27 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,35 pages per minute,Yes,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows XP Home, XP Professional, Vista, 7, 8, Server 2003, Server 2003 R2, Server 2008, Server 2008 R2 or Server 2012, Mac: OS X 10.6.x, 10.7.x or 10.8.x",N/A,"Up to 25,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,11 inches,Gray,4,N/A,17 inches,N/A,Up to 2400 x 1200,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 6000 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,9 copies per minute,N/A,N/A,N/A,N/A,12 copies per minute,20 pages per minute,N/A,Yes,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,N/A,Up to 2400 x 600,25 pages per minute,N/A,N/A,"Plain paper, thin paper, thick paper, thicker paper, recycled paper, bond, label, envelope, thin envelope, thick envelope, glossy paper",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,25 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,25 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,None,N/A,"Up to 40,000",N/A,N/A,Up to 300 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 2400 x 600,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 1200 x 2400,N/A,N/A,N/A,No,Built-in,USB 2.0,N/A,N/A,Yes,25 copies per minute,N/A,N/A,N/A,N/A,25 copies per minute,25 pages per minute,N/A,No,Yes,N/A,Color
N/A,4,N/A,550,Up to 2400 x 1200,36 pages per minute,N/A,N/A,"3"" x 5"" - 8.5"" x 14""; 4"" x 8.3"" - 8.5"" x 11.7""",Yes,"HP 970, HP 971, HP 970XL, HP 971XL",N/A,N/A,N/A,Yes,Printer,Yes,N/A,yes,N/A,N/A,36 pages per minute,N/A,500 sheets,N/A,N/A,N/A,N/A,36 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP SP3 or higher (32-bit): Intel Pentium II, Celeron or other 233MHz compatible processor; 750MB hard drive space; CD-ROM/DVD drive or Internet connection; USB port; Internet Explorer 6",N/A,"Up to 50,000",N/A,N/A,Up to 550 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,Bronze,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Windows and Mac printer drivers,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,36 pages per minute,N/A,No,No,N/A,N/A
N/A,5,N/A,100,N/A,9.5 pages per minute,N/A,N/A,"3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", A4, B5, A5, A6, half letter, executive",Yes,"273 standard-capacity and 273XL high-capacity black, cyan, magenta, yellow and photo black",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,9 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,9.5 pages per minute,N/A,Yes,N/A,N/A,N/A,1.44 inches,N/A,"PC: Windows XP Professional x64 Edition, XP SP3 (32-bit), Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac OS X 10.6.8 - 10.9.x",N/A,N/A,N/A,N/A,"Plain Paper, Epson Bright White Paper, Iron-on Cool Peel Transfer, Photo Quality Self-Adhesive Sheets,

Photo Paper Glossy, Premium Photo Paper Glossy, Ultra Premium Photo Paper Glossy, Premium Photo Paper Semigloss and more",N/A,N/A,N/A,8.5 inches,Black,N/A,N/A,11 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,N/A,N/A,99,Flatbed,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"Epson printer drivers, Epson Easy Photo Scan, Epson Scan",N/A,Yes,N/A,Up to 9600,N/A,N/A,N/A,No,N/A,USB,1.5 picoliters,N/A,No,7.2 copies per minute,N/A,N/A,N/A,N/A,8 copies per minute,9 pages per minute,N/A,Yes,Yes,Secure Digital|Secure Digital High Capacity (SDHC)|Secure Digital Extended Capacity (SDXC)|Memory Stick Duo,N/A
N/A,4,N/A,50,Up to 2400 x 600,32 pages per minute,N/A,N/A,"Letter, Legal, Executive, Folio, A4, A5, B6",Yes,N/A,N/A,N/A,N/A,No,Printer,No,N/A,yes,N/A,N/A,32 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,32 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows XP; Windows Vista; Windows 7; Windows 8, 8.1; Windows Server 2003; Windows Server 2008; Windows Server 2008 R2; Windows Server 2012, 2012 R2; Mac OS X v10.7.5, v10.8.x, v10.9.x",N/A,"Up to 60,000",N/A,N/A,Standard Paper Capacity (sheets)&#8225; 250-Sheet Input Capacity,N/A,N/A,N/A,8.5 inches,White,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,Wi-Fi,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,32 pages per minute,N/A,No,Yes,N/A,Color
N/A,N/A,N/A,N/A,N/A,8.7 pages per minute,N/A,N/A,"4"" x 6"", 5"" x 7"", 8.5"" x 11"", 8.5"" x 14"", A4, A6, half letter, user definable, 16:9 wide",Yes,"200, 200XL",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,4.5 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,8.7 pages per minute,N/A,No,N/A,N/A,N/A,1.4 inches,N/A,"PC: Windows XP Professional x64, XP (32-bit, SP3 or later), Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.5.8, 10.6.x, 10.7.x or 10.8.x; Internet access",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200,N/A,N/A,N/A,No,N/A,USB 2.0|Wi-Fi,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,4.5 pages per minute,N/A,Yes,Yes,N/A,N/A
N/A,N/A,N/A,50,Up to 2400 x 600,30 pages per minute,N/A,N/A,"Letter, Legal, Executive, Folio, A4, A5, B6",Yes,N/A,N/A,N/A,N/A,No,All In One,No,N/A,yes,N/A,N/A,30 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,30 pages per minute,No,No,N/A,N/A,N/A,N/A,No,"Windows XP; Windows Vista; Windows 7; Windows 8, 8.1; Windows Server 2003; Windows Server 2008; Windows Server 2008 R2; Windows Server 2012, 2012 R2",N/A,"Up to 40,000",N/A,N/A,Standard Paper Capacity (sheets)&#8225; 250-Sheet Input Capacity,N/A,N/A,N/A,8.5 inches,White,N/A,N/A,14 inches,N/A,N/A,No,N/A,Wired,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,Ethernet,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,30 pages per minute,N/A,No,Yes,N/A,Color
33.6 kilobits per second,2,N/A,250,N/A,40 pages per minute,N/A,N/A,"Letter, legal, executive, A4, A5, A6, B5, B6, custom sizes from 3&quot, x 5"" to 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,40 pages per minute,Yes,No,N/A,N/A,N/A,N/A,N/A,Windows or Mac OS,N/A,"Up to 50,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 19200 x 19200,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,40 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
N/A,4,N/A,300,Up to 600 x 600,21 pages per minute,N/A,N/A,"Letter, legal, executive, 8.5"" x 13"", 3"" x 5"", 4"" x 6"", 5"" x 8"", envelopes (No 10, Monarch)",Yes,HP 305A; HP 305X,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,21 pages per minute,N/A,250 sheets,N/A,N/A,N/A,N/A,21 pages per minute,N/A,Yes,N/A,N/A,N/A,1.79 inches,N/A,"PC: Up to 1GHz processor; Microsoft Windows XP, Vista and 7 (32- or 64-bit); up to 2GB RAM; 400MB hard drive space; Mac: PowerPC G4, G5 or Intel Core processor; OS X 10.5 and 10.6; USB or Network port; CD/DVD-ROM or Internet",N/A,"Up to 40,000",N/A,N/A,Up to 300 sheets,N/A,N/A,N/A,8.5 inches,White,4,N/A,13 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,"Windows: HP Installer/Uninstaller, HP PCL 6 print driver, Status Alerts, HP Update, DXP; Mac: HP Installer/Uninstaller, HP Postscript driver, HP Setup Assistant, HP Utility, HP Alerts, HP Firmware Updater",N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,Bottom loader,Ethernet|USB,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,21 pages per minute,N/A,No,Yes,N/A,Color
