Number Of Speakers,Video Input(s),Maximum Contrast Ratio (Dynamic),Language Options,Headphone Jack,Video Output(s),Surround Sound Supported,RF Antenna Input,Smart Capable,USB Port,Media Card Slot,3D-Ready,PC Input,Viewing Modes,Sound Leveler,Mount Type,DVD Player Included,Product Height (without stand),S-Video Inputs,USB Input,Instant Content Supported,Maximum Resolution,Screen Size,On-Screen Display Languages,Product Depth (with stand),Video Outputs,Sleep Timer,3D Technology,Battery Type,DVI Inputs,Number Of Composite Video Inputs,Brightness,Digital Tuner,Power Consumption (watts) Power On,Product Depth Without Stand,Closed Captioning,Digital Comb Filter,Product Weight With Stand,Specific Manufacturer Technologies,Battery Size,Product Height With Stand,Product Height Without Stand,Composite Inputs,Product Depth With Stand,Power Consumption (watts) Stand-by,Estimated Yearly Electricity Use (kWh),Instant Content,VESA Wall Mount Standard,TV/DVD Combo,Minimum Contrast Ratio (Dynamic),Estimated Annual Operating Cost,Component Video Inputs,Horizontal Viewing Angle,Product Weight Without Stand,Number Of HDMI Inputs,Alarm Timer,Number Of HDMI Outputs,Screen Refresh Rate,Batteries Included,TV Type,Screen Size (Measured Diagonally),Secure Digital Memory Card Slot,Speakers,Resolution (Native),Vertical Resolution,Anti-Glare Screen Coating,V-Chip,Refresh Rate,Watts/Channel,PC Inputs,Curved Screen,Resolution,DLNA Certified,Media Card Compatibility,Dynamic Contrast Ratio,Local Dimming,Estimated Annual Electricity Use,Built-In Player,Cable(s) Included,Speaker Output,Input(s),HDMI Inputs,Number Of Analog Audio Outputs,Number Of USB Port(s),Network Compatibility,Maximum Contrast Ratio (Native),A/V Outputs,Color Category,ENERGY STAR Certified,Number Of Auxiliary Inputs,Display Type,Aspect Ratio,Speaker Output Power,Indoor Or Outdoor Use,Audio Outputs,Widescreen,Language(s) Displayed,DND Omega Publish,Simulated Surround,EPEAT Qualified,Mount Bracket/VESA Pattern,Remote Control Type,Estimated Yearly Operating Cost,Volume Leveler,pricematch,Ethernet Port,DLNA,Screen Size Class,EPEAT Level,Product Depth (without stand),Number Of DVI Inputs,Wall Mountable,Headphone Jacks,Number Of Digital Optical Audio Outputs,Product Height (with stand),Weather Resistant,Channel Labeling,Number Of Component Video Inputs,Speaker Location,Integrated Camera,Vertical Viewing Angle
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,28.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,N/A,N/A,3 inches,N/A,N/A,10.1 pounds,N/A,N/A,18 inches,15.88 inches,N/A,7.63 inches,N/A,N/A,N/A,200mm x 100mm,No,1,7 United States dollars,N/A,N/A,9.7 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,66 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29 inches,N/A,N/A,1,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Amazon Video,4096 x 2160 (4K),54.6 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,2,N/A,Yes,N/A,2.625 inches,N/A,N/A,53.1 pounds,N/A,N/A,31 inches,29.25 inches,N/A,11.25 inches,N/A,N/A,N/A,300mm x 300mm,No,N/A,22 United States dollars,N/A,N/A,51.8 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,192 kilowatt hours,N/A,AC power,N/A,N/A,N/A,1,3,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,0,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,42 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2 inches,N/A,N/A,27.6 pounds,N/A,N/A,23.83 inches,22.1 inches,N/A,7.86 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,13 United States dollars,N/A,N/A,24.3 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,122 kilowatt hours,N/A,AC power,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,42 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,42 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.5 inches,N/A,N/A,25.8 pounds,N/A,N/A,24.38 inches,23.5 inches,N/A,8.75 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,11 United States dollars,N/A,N/A,20 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,90 kilowatt hours,N/A,N/A,12 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,42 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,"20-1/8""",N/A,No,N/A,1920 x 1080,N/A,N/A,"9-5/8""",N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,,178.82,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,120Hz,N/A,LCD Flat-Panel,"31-1/2""",N/A,N/A,N/A,1080p,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,16:9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200mm x 200mm,Full-function,$19.67,N/A,N/A,No,N/A,"32""",N/A,"3-3/4""",N/A,N/A,N/A,N/A,"22-1/8""",N/A,N/A,N/A,N/A,N/A,N/A
N/A,HDMI|Component video|Composite video,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,32 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,450 candela per square meter,N/A,N/A,3.76 inches,N/A,N/A,29 pounds,N/A,N/A,19.37 inches,18.37 inches,N/A,4.76 inches,N/A,N/A,N/A,100mm x 100mm,N/A,N/A,15.40 United States dollars,N/A,N/A,26 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,140 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,White,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,32 inches,N/A,N/A,1,N/A,N/A,N/A,N/A,Yes,N/A,2,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,59.9 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.25 inches,N/A,N/A,64.6 pounds,N/A,N/A,36.5 inches,32.5 inches,N/A,14 inches,N/A,N/A,N/A,600mm x 400mm,No,N/A,19 United States dollars,N/A,N/A,58.9 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,600Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,177 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,Plasma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Universal,N/A,N/A,N/A,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,50 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.62 inches,N/A,N/A,34.61 pounds,N/A,N/A,27.7 inches,25.95 inches,N/A,8.64 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,13 United States dollars,N/A,N/A,31.09 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,116 kilowatt hours,N/A,AC power,16 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,50 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,18.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2 inches,N/A,N/A,6.8 pounds,N/A,N/A,12.13 inches,10.75 inches,N/A,5.38 inches,N/A,N/A,N/A,75mm x 75mm,No,1,4 United States dollars,N/A,N/A,4.6 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,36 kilowatt hours,N/A,N/A,5 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,19 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter,1366 x 768,27.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,9 pounds,N/A,N/A,17.13 inches,15.63 inches,N/A,6.5 inches,N/A,N/A,N/A,100mm x 100mm,No,N/A,5 United States dollars,N/A,N/A,8.2 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,42 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Universal,N/A,N/A,yes,N/A,N/A,28 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,40 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.9 inches,N/A,N/A,20.3 pounds,N/A,N/A,22.88 inches,21.75 inches,N/A,8.38 inches,N/A,N/A,N/A,N/A,Yes,N/A,12 United States dollars,N/A,N/A,24.8 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,111 kilowatt hours,N/A,N/A,16 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,HDMI|Component video|Composite video,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Netflix|Pandora|YouTube,1080 x 1920,60.09 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.38 inches,N/A,N/A,56.2 pounds,N/A,N/A,32.48 inches,31.19 inches,N/A,13.75 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,28 United States dollars,N/A,N/A,52.9 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,No,N/A,N/A,N/A,246 kilowatt hours,N/A,USB,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Universal,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,1.5 inches,N/A,N/A,N/A,N/A,N/A,34.5 inches,32.88 inches,N/A,11.63 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,26 United States dollars,N/A,N/A,54.2 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,240 kilowatt hours,N/A,N/A,N/A,N/A,N/A,0,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Multifunction,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,39.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,N/A,N/A,3.9 inches,N/A,N/A,26 pounds,N/A,N/A,23.5 inches,21.75 inches,N/A,8.38 inches,N/A,N/A,N/A,N/A,No,1,12 United States dollars,N/A,N/A,21.2 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,109 kilowatt hours,N/A,N/A,16 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,Yes,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Composite video|Component video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Hulu Plus|MLB.TV|Netflix|Pandora|Skype|Spotify|YouTube,1920 x 1080,54.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.25 inches,N/A,N/A,41 pounds,N/A,N/A,30.5 inches,28.5 inches,N/A,8.88 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,9 United States dollars,N/A,N/A,40.3 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,81 kilowatt hours,N/A,SMART,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Silver,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Magic,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,HDMI|Component video|Composite video,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,55 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,450 candela per square meter,N/A,N/A,3.25 inches,N/A,N/A,93 pounds,N/A,N/A,33.2 inches,29.16 inches,N/A,4.25 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,33.47 United States dollars,N/A,N/A,85 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,304 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,55 inches,N/A,N/A,1,N/A,N/A,N/A,N/A,Yes,N/A,2,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|YouTube,1080 x 1920,60 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.5 inches,N/A,N/A,53.8 pounds,N/A,N/A,33.38 inches,30.9 inches,N/A,10.5 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,17 United States dollars,N/A,N/A,46.4 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,157 kilowatt hours,N/A,AC power,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|Crackle|M-GO|Netflix|Pandora|TED TV|VUDU|YouTube,1080 x 1920,40 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,24 pounds,N/A,N/A,23.9 inches,21.75 inches,N/A,9.88 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,8 United States dollars,N/A,N/A,19.6 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,70 kilowatt hours,N/A,SMART,10 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,40 inches,Gold,N/A,0,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,1080 x 1920,64.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,1.5 inches,N/A,N/A,N/A,N/A,N/A,34.9 inches,32.9 inches,N/A,12.5 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,12 United States dollars,N/A,N/A,50 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,113 kilowatt hours,N/A,HDMI,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Silver,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,65 inches,Silver,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,55 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,450 candela per square meter,N/A,N/A,3.25 inches,N/A,N/A,93 pounds,N/A,N/A,33.25 inches,32.25 inches,N/A,4.25 inches,N/A,N/A,N/A,400mm x 400mm,N/A,N/A,33.47 United States dollars,N/A,N/A,90 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,304 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,0,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,1,N/A,N/A,2,N/A,N/A,N/A,2,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,39.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3 inches,N/A,N/A,15.9 pounds,N/A,N/A,21.38 inches,20.63 inches,N/A,8.5 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,11 United States dollars,N/A,N/A,16 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,100 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,N/A,N/A,N/A,40 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,45.9 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.75 inches,N/A,N/A,30.9 pounds,N/A,N/A,26.88 inches,24.63 inches,N/A,9 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,9 United States dollars,N/A,N/A,26.5 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,78 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,46 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Netflix|Pandora|YouTube,1920 x 1080,47.63 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,7.75 inches,N/A,N/A,22.7 pounds,N/A,N/A,26.5 inches,25.5 inches,N/A,7.75 inches,N/A,N/A,N/A,N/A,No,N/A,9 United States dollars,N/A,N/A,21.9 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,75 kilowatt hours,N/A,AC power,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,48 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,23.63 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2 inches,N/A,N/A,7.04 pounds,N/A,N/A,15.13 inches,13.5 inches,N/A,5.5 inches,N/A,N/A,N/A,100mm x 100mm,Yes,N/A,5 United States dollars,N/A,N/A,9 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,45 kilowatt hours,N/A,N/A,5.6 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,24 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
